x,y,z,sound_path,class
-1.91E+00,1.50E+00,5.22E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_423.0-427.5.wav,unlabelled
-2.26E+00,2.78E+00,4.04E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_427.5-432.0.wav,unlabelled
-1.83E+00,2.19E+00,4.90E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_432.0-436.5.wav,unlabelled
-1.98E+00,2.39E+00,5.14E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_436.5-441.0.wav,unlabelled
-2.15E+00,4.67E+00,4.17E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_441.0-445.5.wav,unlabelled
-2.34E+00,4.79E+00,4.14E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_445.5-450.0.wav,unlabelled
-5.86E-01,7.42E+00,2.56E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_45.0-49.5.wav,unlabelled
-2.59E+00,4.60E+00,4.33E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_450.0-454.5.wav,unlabelled
-2.43E+00,4.75E+00,4.13E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_454.5-459.0.wav,unlabelled
-2.67E+00,4.48E+00,4.40E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_459.0-463.5.wav,unlabelled
-2.68E+00,4.48E+00,4.40E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_463.5-468.0.wav,unlabelled
-2.69E+00,4.47E+00,4.40E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_468.0-472.5.wav,unlabelled
-2.63E+00,4.54E+00,4.36E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_472.5-477.0.wav,unlabelled
-1.68E+00,1.73E+00,5.24E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_477.0-481.5.wav,unlabelled
-2.21E+00,1.51E+00,5.12E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_481.5-486.0.wav,unlabelled
-2.12E+00,1.83E+00,5.35E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_486.0-490.5.wav,unlabelled
-1.53E+00,6.97E+00,1.63E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_49.5-54.0.wav,unlabelled
-2.24E+00,2.76E+00,4.11E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_490.5-495.0.wav,unlabelled
-2.05E+00,2.63E+00,4.54E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_495.0-499.5.wav,unlabelled
-2.00E+00,2.65E+00,4.35E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_499.5-504.0.wav,unlabelled
-1.76E+00,3.73E+00,2.76E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_504.0-508.5.wav,unlabelled
-1.95E+00,4.16E+00,3.90E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_508.5-513.0.wav,unlabelled
-1.61E+00,7.63E-01,5.83E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_513.0-517.5.wav,unlabelled
-2.14E+00,2.42E+00,4.29E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_517.5-522.0.wav,unlabelled
-1.89E+00,2.76E+00,4.45E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_522.0-526.5.wav,unlabelled
-2.01E+00,2.22E+00,5.51E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_526.5-531.0.wav,unlabelled
-1.73E+00,2.14E+00,4.85E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_531.0-535.5.wav,unlabelled
-1.92E+00,4.10E+00,3.97E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_535.5-540.0.wav,unlabelled
-1.53E+00,6.97E+00,1.63E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_54.0-58.5.wav,unlabelled
-2.17E+00,5.14E+00,2.97E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_540.0-544.5.wav,unlabelled
-1.77E+00,5.39E+00,2.55E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_544.5-549.0.wav,unlabelled
-1.71E+00,2.20E+00,4.93E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_549.0-553.5.wav,unlabelled
-2.21E+00,2.77E+00,4.08E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_553.5-558.0.wav,unlabelled
-1.62E+00,3.46E+00,4.81E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_558.0-562.5.wav,unlabelled
-1.11E+00,6.50E+00,2.11E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_562.5-567.0.wav,unlabelled
-1.71E+00,1.51E+00,5.72E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_567.0-571.5.wav,unlabelled
-1.92E+00,4.07E+00,3.99E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_571.5-576.0.wav,unlabelled
-1.65E+00,1.58E+00,5.63E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_576.0-580.5.wav,unlabelled
-5.80E-01,7.41E+00,2.64E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_58.5-63.0.wav,unlabelled
-1.61E+00,1.24E+00,5.72E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_580.5-585.0.wav,unlabelled
-1.87E+00,3.94E+00,4.09E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_585.0-589.5.wav,unlabelled
-1.77E+00,2.96E+00,4.61E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_589.5-594.0.wav,unlabelled
-1.52E+00,1.18E+00,5.59E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_594.0-598.5.wav,unlabelled
-2.28E+00,3.87E+00,3.73E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_598.5-603.0.wav,unlabelled
-1.66E+00,3.13E+00,4.83E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_603.0-607.5.wav,unlabelled
-1.62E+00,2.92E+00,4.86E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_607.5-612.0.wav,unlabelled
-1.99E+00,2.16E+00,5.57E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_612.0-616.5.wav,unlabelled
-2.17E+00,5.09E+00,2.98E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_616.5-621.0.wav,unlabelled
-2.20E+00,4.65E+00,3.09E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_621.0-625.5.wav,unlabelled
-2.17E+00,2.66E+00,3.63E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_625.5-630.0.wav,unlabelled
-1.09E+00,6.51E+00,2.13E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_63.0-67.5.wav,unlabelled
-1.79E+00,3.48E+00,3.25E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_630.0-634.5.wav,unlabelled
-2.00E+00,2.64E+00,4.08E+00,D:\PhD-data\Tarcutta-DryA-20min-samples\20210427T000000+1000_REC_634.5-639.0.wav,unlabelled
