x,y,z,sound_path,class
-1.63E+00,2.48E+00,7.94E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1224.0-1228.5.wav,unlabelled
5.19E+00,3.16E-01,7.34E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1228.5-1233.0.wav,unlabelled
1.04E+01,2.84E+00,8.16E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1233.0-1237.5.wav,unlabelled
5.18E+00,3.11E-01,7.33E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1237.5-1242.0.wav,unlabelled
6.28E+00,-3.29E-01,6.99E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1242.0-1246.5.wav,unlabelled
8.01E+00,1.80E-01,2.79E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1246.5-1251.0.wav,unlabelled
1.25E+01,6.48E+00,5.69E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1251.0-1255.5.wav,unlabelled
2.01E+00,9.59E-02,6.29E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1255.5-1260.0.wav,unlabelled
3.14E+00,1.68E+00,4.72E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_126.0-130.5.wav,unlabelled
3.06E+00,2.46E+00,2.08E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1260.0-1264.5.wav,unlabelled
2.05E+00,5.88E-02,6.26E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1264.5-1269.0.wav,unlabelled
-8.31E-01,2.61E+00,7.40E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1269.0-1273.5.wav,unlabelled
-8.69E-01,2.59E+00,7.35E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1273.5-1278.0.wav,unlabelled
-1.30E+00,3.24E+00,7.74E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1278.0-1282.5.wav,unlabelled
3.78E-01,2.69E+00,8.43E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1282.5-1287.0.wav,unlabelled
1.68E+00,1.52E+00,7.64E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1287.0-1291.5.wav,unlabelled
-2.18E+00,5.35E+00,6.33E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1291.5-1296.0.wav,unlabelled
7.18E-01,2.79E+00,8.43E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1296.0-1300.5.wav,unlabelled
-1.30E+00,6.09E+00,4.59E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_13.5-18.0.wav,unlabelled
4.33E+00,8.20E-01,4.94E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_130.5-135.0.wav,unlabelled
2.14E-01,2.59E+00,8.48E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1300.5-1305.0.wav,unlabelled
9.95E-01,2.89E+00,8.63E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1305.0-1309.5.wav,unlabelled
-8.49E-01,3.66E+00,7.77E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1309.5-1314.0.wav,unlabelled
-7.28E-01,3.45E+00,7.82E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1314.0-1318.5.wav,unlabelled
-2.18E+00,6.37E+00,6.47E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1318.5-1323.0.wav,unlabelled
-2.21E+00,6.37E+00,6.29E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1323.0-1327.5.wav,unlabelled
-1.93E+00,4.89E+00,6.32E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1327.5-1332.0.wav,unlabelled
5.85E+00,2.21E+00,7.71E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1332.0-1336.5.wav,unlabelled
5.54E+00,6.85E-01,8.43E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1336.5-1341.0.wav,unlabelled
9.39E-01,3.93E+00,8.52E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1341.0-1345.5.wav,unlabelled
-1.20E+00,5.95E+00,6.24E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1345.5-1350.0.wav,unlabelled
4.65E+00,1.46E+00,4.16E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_135.0-139.5.wav,unlabelled
5.75E+00,8.02E-01,8.15E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1350.0-1354.5.wav,unlabelled
-7.13E-01,4.28E+00,7.52E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1354.5-1359.0.wav,unlabelled
-8.33E-01,2.61E+00,7.39E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1359.0-1363.5.wav,unlabelled
8.41E+00,1.40E+00,1.07E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1363.5-1368.0.wav,unlabelled
7.73E+00,1.54E+00,5.70E-01,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1368.0-1372.5.wav,unlabelled
6.15E+00,-1.12E-01,4.06E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1372.5-1377.0.wav,unlabelled
8.17E+00,1.40E+00,2.06E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1377.0-1381.5.wav,unlabelled
8.83E+00,1.52E+00,1.45E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1381.5-1386.0.wav,unlabelled
6.50E+00,-3.81E-02,3.79E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1386.0-1390.5.wav,unlabelled
6.87E+00,1.70E+00,5.10E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_139.5-144.0.wav,unlabelled
7.97E+00,9.61E-01,4.58E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1390.5-1395.0.wav,unlabelled
9.79E+00,4.40E+00,7.32E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1395.0-1399.5.wav,unlabelled
9.95E+00,3.05E+00,7.31E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1399.5-1404.0.wav,unlabelled
9.37E+00,2.51E+00,7.22E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1404.0-1408.5.wav,unlabelled
1.26E+01,6.46E+00,5.65E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1408.5-1413.0.wav,unlabelled
9.79E+00,2.15E+00,3.95E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1413.0-1417.5.wav,unlabelled
9.90E+00,3.46E+00,7.76E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1417.5-1422.0.wav,unlabelled
1.01E+01,3.02E+00,8.42E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1422.0-1426.5.wav,unlabelled
8.06E+00,-4.21E-01,3.65E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1426.5-1431.0.wav,unlabelled
5.50E+00,5.67E-01,7.39E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1431.0-1435.5.wav,unlabelled
7.51E+00,-3.99E-01,3.86E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1435.5-1440.0.wav,unlabelled
1.14E+01,7.68E+00,7.34E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_144.0-148.5.wav,unlabelled
1.65E+00,2.04E+00,7.92E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1440.0-1444.5.wav,unlabelled
9.79E+00,3.26E+00,8.75E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1444.5-1449.0.wav,unlabelled
1.04E+01,2.85E+00,8.18E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1449.0-1453.5.wav,unlabelled
5.61E+00,-2.13E-01,4.55E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1453.5-1458.0.wav,unlabelled
6.24E+00,-1.14E-01,4.18E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1458.0-1462.5.wav,unlabelled
7.42E+00,-3.45E-01,3.80E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1462.5-1467.0.wav,unlabelled
8.23E+00,-3.66E-01,3.26E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1467.0-1471.5.wav,unlabelled
8.15E+00,-3.24E-01,3.61E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1471.5-1476.0.wav,unlabelled
7.27E+00,2.75E+00,1.10E+01,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1476.0-1480.5.wav,unlabelled
9.76E+00,5.97E+00,7.10E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_148.5-153.0.wav,unlabelled
8.02E+00,4.07E+00,1.03E+01,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1480.5-1485.0.wav,unlabelled
3.43E+00,8.57E-01,9.30E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1485.0-1489.5.wav,unlabelled
9.35E+00,1.69E+00,3.34E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1489.5-1494.0.wav,unlabelled
1.17E+01,7.95E+00,6.24E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1494.0-1498.5.wav,unlabelled
8.51E+00,1.12E+00,4.57E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1498.5-1503.0.wav,unlabelled
9.30E+00,2.19E+00,6.18E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1503.0-1507.5.wav,unlabelled
6.99E+00,3.03E+00,9.72E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1507.5-1512.0.wav,unlabelled
1.14E+01,9.10E+00,7.00E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1512.0-1516.5.wav,unlabelled
7.77E+00,3.37E+00,9.78E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1516.5-1521.0.wav,unlabelled
1.01E+01,6.94E+00,7.49E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1521.0-1525.5.wav,unlabelled
1.11E+01,7.05E+00,6.17E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1525.5-1530.0.wav,unlabelled
9.99E+00,6.68E+00,7.45E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_153.0-157.5.wav,unlabelled
2.28E-01,2.62E+00,8.47E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1530.0-1534.5.wav,unlabelled
9.35E+00,2.48E+00,7.15E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1534.5-1539.0.wav,unlabelled
1.23E+01,6.93E+00,5.63E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1539.0-1543.5.wav,unlabelled
1.01E+01,3.32E+00,7.99E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1543.5-1548.0.wav,unlabelled
3.40E+00,8.51E-01,9.32E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1548.0-1552.5.wav,unlabelled
3.40E+00,8.56E-01,9.35E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1552.5-1557.0.wav,unlabelled
1.45E+00,5.23E-01,6.28E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1557.0-1561.5.wav,unlabelled
3.72E+00,1.59E+00,3.86E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1561.5-1566.0.wav,unlabelled
1.10E+01,6.11E+00,5.54E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1566.0-1570.5.wav,unlabelled
1.10E+01,7.05E+00,6.18E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_157.5-162.0.wav,unlabelled
8.22E+00,1.19E-01,2.80E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1570.5-1575.0.wav,unlabelled
4.19E+00,1.70E+00,2.56E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1575.0-1579.5.wav,unlabelled
3.26E+00,3.51E-01,6.12E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1579.5-1584.0.wav,unlabelled
3.44E+00,-3.66E-02,8.34E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1584.0-1588.5.wav,unlabelled
8.63E+00,5.04E+00,9.48E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1588.5-1593.0.wav,unlabelled
-8.25E-01,3.10E+00,5.30E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1593.0-1597.5.wav,unlabelled
-1.61E+00,4.26E+00,5.51E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1597.5-1602.0.wav,unlabelled
2.43E+00,-1.24E-01,6.00E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1602.0-1606.5.wav,unlabelled
7.42E+00,-3.35E-01,3.79E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1606.5-1611.0.wav,unlabelled
-1.82E+00,6.08E+00,5.00E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1611.0-1615.5.wav,unlabelled
-1.85E+00,4.98E+00,6.38E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1615.5-1620.0.wav,unlabelled
1.17E+01,7.89E+00,6.21E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_162.0-166.5.wav,unlabelled
-1.36E+00,7.26E+00,6.26E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1620.0-1624.5.wav,unlabelled
-2.79E-02,4.80E+00,4.05E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1624.5-1629.0.wav,unlabelled
4.04E+00,1.50E+00,4.93E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1629.0-1633.5.wav,unlabelled
-1.80E+00,6.18E+00,4.84E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1633.5-1638.0.wav,unlabelled
-1.26E+00,6.23E+00,6.46E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1638.0-1642.5.wav,unlabelled
-1.46E+00,6.76E+00,6.01E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1642.5-1647.0.wav,unlabelled
-1.73E+00,4.65E+00,5.54E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1647.0-1651.5.wav,unlabelled
-1.58E+00,5.71E+00,4.42E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1651.5-1656.0.wav,unlabelled
4.42E+00,1.50E+00,7.18E-02,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1656.0-1660.5.wav,unlabelled
1.17E+01,8.13E+00,7.33E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_166.5-171.0.wav,unlabelled
7.86E+00,1.37E+00,3.27E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1660.5-1665.0.wav,unlabelled
5.92E+00,1.25E+00,1.34E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1665.0-1669.5.wav,unlabelled
5.43E+00,1.61E+00,1.30E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1669.5-1674.0.wav,unlabelled
-3.03E+00,4.74E+00,5.94E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1674.0-1678.5.wav,unlabelled
-1.69E+00,2.04E+00,7.67E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1678.5-1683.0.wav,unlabelled
9.09E+00,1.95E+00,5.93E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1683.0-1687.5.wav,unlabelled
1.25E+01,6.41E+00,5.79E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1687.5-1692.0.wav,unlabelled
6.78E+00,3.06E-01,4.64E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1692.0-1696.5.wav,unlabelled
6.74E+00,-6.96E-02,4.59E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1696.5-1701.0.wav,unlabelled
2.73E+00,7.42E-01,7.31E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1701.0-1705.5.wav,unlabelled
1.00E+01,5.87E+00,6.77E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1705.5-1710.0.wav,unlabelled
6.80E+00,3.11E-01,4.66E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_171.0-175.5.wav,unlabelled
1.06E+01,5.88E+00,6.02E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1710.0-1714.5.wav,unlabelled
7.01E+00,3.17E+00,1.00E+01,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1714.5-1719.0.wav,unlabelled
9.68E+00,4.34E+00,7.60E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1719.0-1723.5.wav,unlabelled
6.52E+00,-3.18E-01,6.70E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1723.5-1728.0.wav,unlabelled
6.14E+00,-2.63E-01,7.34E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1728.0-1732.5.wav,unlabelled
6.11E+00,-2.76E-01,7.31E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1732.5-1737.0.wav,unlabelled
3.65E+00,4.12E-01,8.27E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1737.0-1741.5.wav,unlabelled
4.82E+00,-8.08E-01,7.40E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1741.5-1746.0.wav,unlabelled
-2.24E+00,4.71E+00,6.27E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1746.0-1750.5.wav,unlabelled
6.80E+00,1.66E+00,4.75E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_175.5-180.0.wav,unlabelled
3.65E+00,4.72E-01,8.67E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1750.5-1755.0.wav,unlabelled
8.71E-01,2.40E+00,8.31E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1755.0-1759.5.wav,unlabelled
-2.57E+00,4.66E+00,6.53E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1759.5-1764.0.wav,unlabelled
1.59E+00,6.48E-01,6.71E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1764.0-1768.5.wav,unlabelled
-1.42E+00,1.85E+00,6.77E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1768.5-1773.0.wav,unlabelled
-1.63E+00,1.83E+00,7.46E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1773.0-1777.5.wav,unlabelled
1.22E+01,7.09E+00,4.70E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1777.5-1782.0.wav,unlabelled
1.25E+01,6.60E+00,5.57E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1782.0-1786.5.wav,unlabelled
3.94E+00,2.18E+00,2.03E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1786.5-1791.0.wav,unlabelled
6.45E+00,-3.37E-01,6.95E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1791.0-1795.5.wav,unlabelled
9.24E+00,4.06E+00,7.03E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1795.5-1800.0.wav,unlabelled
2.08E-01,3.19E+00,6.86E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_18.0-22.5.wav,unlabelled
1.25E+01,6.52E+00,5.79E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_180.0-184.5.wav,unlabelled
9.41E+00,2.55E+00,7.23E+00,D:\PhD-data\denoising-test\post\20210427T000000+1000_REC_1800.0-1804.5.wav,unlabelled
