x,y,z,sound_path,class
1.28E+01,6.28E+00,2.95E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB100_7.wav,anthrophony
1.16E+01,5.86E+00,1.75E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB100_8.wav,anthrophony
1.16E+01,7.06E+00,2.05E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB100_9.wav,anthrophony
1.24E+01,5.85E+00,2.89E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_1.wav,anthrophony
1.21E+01,6.33E+00,4.00E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_10.wav,anthrophony
1.19E+01,5.96E+00,3.24E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_11.wav,anthrophony
1.10E+01,5.84E+00,2.61E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_12.wav,anthrophony
1.05E+01,5.93E+00,2.15E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_13.wav,anthrophony
1.06E+01,5.78E+00,1.99E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_2.wav,anthrophony
9.91E+00,5.95E+00,2.12E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_3.wav,anthrophony
1.14E+01,6.91E+00,1.95E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_4.wav,anthrophony
1.15E+01,6.19E+00,2.56E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_5.wav,anthrophony
1.14E+01,6.92E+00,1.95E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_6.wav,anthrophony
1.25E+01,6.44E+00,2.56E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_7.wav,anthrophony
1.17E+01,5.76E+00,2.07E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_8.wav,anthrophony
1.22E+01,5.91E+00,3.45E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB102_9.wav,anthrophony
1.27E+01,6.14E+00,4.96E-01,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_1.wav,anthrophony
1.15E+01,5.90E+00,2.58E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_10.wav,anthrophony
1.13E+01,6.01E+00,1.86E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_11.wav,anthrophony
1.04E+01,5.84E+00,2.25E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_12.wav,anthrophony
1.04E+01,5.92E+00,2.28E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_13.wav,anthrophony
1.15E+01,6.94E+00,1.85E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_2.wav,anthrophony
1.26E+01,6.10E+00,2.40E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_3.wav,anthrophony
1.00E+01,6.00E+00,1.97E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_4.wav,anthrophony
1.28E+01,6.15E+00,5.19E-01,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_5.wav,anthrophony
1.11E+01,1.48E+01,5.68E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_6.wav,anthrophony
1.12E+01,1.60E+01,3.16E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_7.wav,anthrophony
1.25E+01,5.84E+00,1.59E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_8.wav,anthrophony
1.28E+01,6.02E+00,3.72E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB103_9.wav,anthrophony
1.27E+01,6.02E+00,3.68E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_1.wav,anthrophony
1.12E+01,5.81E+00,2.68E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_10.wav,anthrophony
1.29E+01,6.06E+00,3.71E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_11.wav,anthrophony
1.28E+01,5.87E+00,3.46E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_12.wav,anthrophony
1.23E+01,6.10E+00,3.16E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_13.wav,anthrophony
1.20E+01,6.02E+00,2.38E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_2.wav,anthrophony
1.21E+01,5.78E+00,2.21E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_3.wav,anthrophony
1.15E+01,5.93E+00,2.42E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_4.wav,anthrophony
1.14E+01,6.88E+00,1.98E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_5.wav,anthrophony
1.16E+01,7.07E+00,2.08E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_6.wav,anthrophony
1.09E+01,5.61E+00,2.41E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_7.wav,anthrophony
1.28E+01,5.83E+00,3.29E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_8.wav,anthrophony
1.22E+01,5.69E+00,3.11E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB105_9.wav,anthrophony
1.09E+01,5.73E+00,2.38E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_1.wav,anthrophony
1.19E+01,6.05E+00,3.13E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_10.wav,anthrophony
1.01E+01,6.13E+00,1.95E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_11.wav,anthrophony
9.87E+00,6.31E+00,1.79E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_12.wav,anthrophony
1.13E+01,6.92E+00,1.93E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_13.wav,anthrophony
1.24E+01,5.93E+00,3.25E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_2.wav,anthrophony
1.09E+01,6.52E+00,1.91E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_3.wav,anthrophony
1.16E+01,5.93E+00,2.92E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_4.wav,anthrophony
1.27E+01,5.84E+00,3.08E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_5.wav,anthrophony
1.19E+01,6.13E+00,2.89E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_6.wav,anthrophony
1.02E+01,6.49E+00,1.75E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_7.wav,anthrophony
1.18E+01,5.86E+00,3.70E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_8.wav,anthrophony
1.22E+01,6.09E+00,4.02E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB106_9.wav,anthrophony
1.01E+01,6.02E+00,1.97E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_1.wav,anthrophony
1.02E+01,6.03E+00,1.97E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_10.wav,anthrophony
1.27E+01,5.86E+00,3.01E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_11.wav,anthrophony
1.10E+01,6.46E+00,1.81E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_12.wav,anthrophony
1.31E+01,6.28E+00,4.11E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_13.wav,anthrophony
1.14E+01,6.95E+00,1.96E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_2.wav,anthrophony
1.28E+01,5.94E+00,3.14E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_3.wav,anthrophony
1.20E+01,6.03E+00,2.29E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_4.wav,anthrophony
1.25E+01,6.07E+00,2.55E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_5.wav,anthrophony
1.30E+01,6.09E+00,2.68E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_6.wav,anthrophony
1.05E+01,6.16E+00,1.74E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_7.wav,anthrophony
1.11E+01,6.69E+00,1.86E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_8.wav,anthrophony
1.12E+01,6.83E+00,1.90E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB108_9.wav,anthrophony
1.20E+01,6.05E+00,2.31E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_1.wav,anthrophony
1.19E+01,5.85E+00,3.79E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_10.wav,anthrophony
1.25E+01,6.03E+00,3.96E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_11.wav,anthrophony
9.97E+00,6.02E+00,2.09E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_12.wav,anthrophony
1.15E+01,6.98E+00,1.90E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_13.wav,anthrophony
1.09E+01,6.57E+00,1.84E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_2.wav,anthrophony
1.24E+01,6.08E+00,2.58E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_3.wav,anthrophony
1.09E+01,6.55E+00,1.86E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_4.wav,anthrophony
1.10E+01,6.26E+00,1.87E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_5.wav,anthrophony
1.18E+01,5.93E+00,2.94E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_6.wav,anthrophony
1.17E+01,1.49E+01,5.98E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_7.wav,anthrophony
1.21E+01,5.89E+00,3.54E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_8.wav,anthrophony
1.27E+01,6.11E+00,4.00E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB109_9.wav,anthrophony
1.32E+01,4.27E+00,1.41E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_1.wav,anthrophony
1.34E+01,6.38E+00,4.01E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_10.wav,anthrophony
1.03E+01,6.20E+00,1.73E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_11.wav,anthrophony
1.31E+01,6.02E+00,2.59E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_12.wav,anthrophony
1.28E+01,6.06E+00,2.54E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_13.wav,anthrophony
1.29E+01,3.47E+00,3.36E-01,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_2.wav,anthrophony
1.25E+01,3.90E+00,-5.70E-01,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_3.wav,anthrophony
1.25E+01,3.91E+00,-5.39E-01,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_4.wav,anthrophony
1.32E+01,4.20E+00,1.28E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_5.wav,anthrophony
9.91E+00,5.96E+00,1.77E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_6.wav,anthrophony
1.25E+01,3.91E+00,-5.46E-01,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_7.wav,anthrophony
1.25E+01,3.94E+00,-5.81E-01,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_8.wav,anthrophony
1.29E+01,5.10E+00,2.58E-01,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB10_9.wav,anthrophony
1.26E+01,5.76E+00,1.60E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_1.wav,anthrophony
1.10E+01,6.64E+00,1.85E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_10.wav,anthrophony
1.00E+01,6.34E+00,1.83E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_11.wav,anthrophony
1.29E+01,6.11E+00,3.71E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_12.wav,anthrophony
1.20E+01,5.90E+00,2.46E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_13.wav,anthrophony
1.01E+01,6.15E+00,1.93E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_2.wav,anthrophony
1.07E+01,6.60E+00,1.84E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_3.wav,anthrophony
1.09E+01,6.65E+00,1.86E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_4.wav,anthrophony
1.33E+01,6.26E+00,3.42E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_5.wav,anthrophony
1.09E+01,6.13E+00,1.85E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_6.wav,anthrophony
1.26E+01,6.64E+00,2.75E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_7.wav,anthrophony
1.19E+01,1.61E+01,3.22E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_8.wav,anthrophony
1.01E+01,6.12E+00,1.95E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB110_9.wav,anthrophony
1.25E+01,6.64E+00,2.74E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_1.wav,anthrophony
1.23E+01,1.57E+01,2.04E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_10.wav,anthrophony
1.18E+01,5.73E+00,1.99E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_11.wav,anthrophony
1.26E+01,6.06E+00,3.56E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_12.wav,anthrophony
1.24E+01,6.05E+00,2.58E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_13.wav,anthrophony
1.08E+01,5.95E+00,1.96E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_2.wav,anthrophony
1.02E+01,6.06E+00,1.95E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_3.wav,anthrophony
1.25E+01,6.52E+00,2.57E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_4.wav,anthrophony
1.16E+01,7.08E+00,2.03E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_5.wav,anthrophony
1.16E+01,5.91E+00,3.15E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_6.wav,anthrophony
1.17E+01,5.84E+00,3.88E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_7.wav,anthrophony
1.16E+01,5.84E+00,3.84E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_8.wav,anthrophony
1.15E+01,5.90E+00,3.15E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB111_9.wav,anthrophony
1.10E+01,6.24E+00,1.85E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_1.wav,anthrophony
1.18E+01,6.10E+00,2.44E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_10.wav,anthrophony
1.18E+01,5.87E+00,3.83E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_11.wav,anthrophony
1.18E+01,5.87E+00,3.58E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_12.wav,anthrophony
1.26E+01,6.03E+00,3.67E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_13.wav,anthrophony
1.23E+01,6.00E+00,2.55E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_2.wav,anthrophony
1.19E+01,5.86E+00,3.71E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_3.wav,anthrophony
1.23E+01,6.17E+00,4.02E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_4.wav,anthrophony
1.17E+01,5.85E+00,3.94E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_5.wav,anthrophony
1.09E+01,6.55E+00,1.86E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_6.wav,anthrophony
1.01E+01,6.42E+00,1.78E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_7.wav,anthrophony
1.17E+01,5.76E+00,1.80E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_8.wav,anthrophony
1.16E+01,5.81E+00,1.77E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB112_9.wav,anthrophony
1.21E+01,5.97E+00,3.30E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_1.wav,anthrophony
1.06E+01,5.86E+00,2.15E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_10.wav,anthrophony
1.22E+01,5.86E+00,3.61E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_11.wav,anthrophony
1.15E+01,5.87E+00,3.06E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_12.wav,anthrophony
1.11E+01,5.83E+00,2.58E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_13.wav,anthrophony
1.18E+01,5.84E+00,4.00E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_2.wav,anthrophony
1.18E+01,5.87E+00,3.98E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_3.wav,anthrophony
1.27E+01,6.02E+00,3.75E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_4.wav,anthrophony
1.19E+01,5.87E+00,3.68E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_5.wav,anthrophony
1.33E+01,6.28E+00,3.83E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_6.wav,anthrophony
1.16E+01,5.90E+00,3.26E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_7.wav,anthrophony
1.21E+01,5.94E+00,3.49E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_8.wav,anthrophony
1.16E+01,6.05E+00,2.31E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB113_9.wav,anthrophony
1.12E+01,6.20E+00,2.01E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_1.wav,anthrophony
1.15E+01,6.99E+00,1.89E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_10.wav,anthrophony
1.04E+01,5.75E+00,1.83E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_11.wav,anthrophony
1.04E+01,6.20E+00,1.72E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_12.wav,anthrophony
1.03E+01,6.16E+00,1.79E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_13.wav,anthrophony
1.03E+01,5.79E+00,2.25E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_2.wav,anthrophony
1.03E+01,5.80E+00,2.24E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_3.wav,anthrophony
9.92E+00,5.98E+00,2.10E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_4.wav,anthrophony
1.12E+01,5.94E+00,2.39E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_5.wav,anthrophony
1.19E+01,5.86E+00,2.16E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_6.wav,anthrophony
1.18E+01,5.79E+00,2.03E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_7.wav,anthrophony
9.95E+00,6.27E+00,1.77E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_8.wav,anthrophony
1.01E+01,6.31E+00,1.73E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB114_9.wav,anthrophony
1.18E+01,5.70E+00,1.88E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_1.wav,anthrophony
1.06E+01,5.86E+00,2.54E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_10.wav,anthrophony
1.18E+01,5.86E+00,3.16E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_11.wav,anthrophony
1.19E+01,5.89E+00,3.35E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_12.wav,anthrophony
1.17E+01,5.85E+00,3.32E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_13.wav,anthrophony
1.09E+01,6.06E+00,1.94E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_2.wav,anthrophony
9.72E+00,6.18E+00,1.79E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_3.wav,anthrophony
1.02E+01,6.08E+00,1.93E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_4.wav,anthrophony
1.16E+01,6.11E+00,1.98E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_5.wav,anthrophony
1.14E+01,6.14E+00,2.12E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_6.wav,anthrophony
9.91E+00,6.00E+00,2.10E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_7.wav,anthrophony
1.01E+01,6.08E+00,1.98E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_8.wav,anthrophony
1.27E+01,6.08E+00,2.36E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB115_9.wav,anthrophony
1.19E+01,5.97E+00,3.38E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB116_1.wav,anthrophony
1.27E+01,6.08E+00,3.58E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB116_10.wav,anthrophony
1.32E+01,6.09E+00,3.43E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB116_11.wav,anthrophony
1.21E+01,5.74E+00,2.79E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB116_12.wav,anthrophony
1.02E+01,5.85E+00,2.19E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB116_13.wav,anthrophony
1.23E+01,6.08E+00,3.94E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB116_2.wav,anthrophony
1.17E+01,5.84E+00,3.89E+00,D:\PhD-data\Tarcutta - Processed\anthrophony\audio_segment_DryB116_3.wav,anthrophony
