0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,class
0.031529959,0.473539985,0.595629226,0.385644432,0.568547648,0.483998502,0.540129185,0.420319453,0.436570974,0.449224094,0.581333804,0.493882252,0.427595746,0.391098366,0.381963172,0.391392525,0.377272289,0.379021537,0.38784267,0.393906927,0.402338318,0.397449843,0.391222065,0.395009186,0.39016268,0.39419227,0.388577753,0.397237045,0.396302495,0.393719109,0.391749509,0.386702273,0.393307976,0.38602679,0.39301652,0.39383162,0.392085424,0.396398141,0.393628194,D:\esc\processeddata\anthrophony\1-155858-B-25_1.wav
0.074300141,0.548309745,0.577817533,0.36327385,0.550836036,0.461582985,0.502482672,0.355887024,0.407956893,0.463676042,0.553877859,0.49469534,0.444947529,0.472239501,0.423541507,0.363609628,0.347558673,0.364019062,0.373938229,0.36972237,0.381455797,0.382840021,0.388451714,0.395199804,0.389813936,0.39000565,0.364685183,0.389749222,0.393487803,0.393398966,0.391662422,0.380786034,0.391062945,0.386787571,0.396438146,0.390586837,0.3909409,0.396591657,0.392888286,D:\esc\processeddata\anthrophony\1-155858-C-25_1.wav
0.092353259,0.567579745,0.585697293,0.350929669,0.530978132,0.419089777,0.440542073,0.306963832,0.400770113,0.468506063,0.575723501,0.47420483,0.395310332,0.447060058,0.431843865,0.421965263,0.414261092,0.418775688,0.414549787,0.413250806,0.423167803,0.416808189,0.407825317,0.414115255,0.4118046,0.418701145,0.415640489,0.420326412,0.418986598,0.421484006,0.419506393,0.412515254,0.418472908,0.411560308,0.418236705,0.418793327,0.420232148,0.427454313,0.423220005,D:\esc\processeddata\anthrophony\1-155858-D-25_1.wav
0.014384674,0.424682398,0.663345948,0.463814852,0.579683342,0.454322533,0.518352383,0.377214373,0.42838128,0.456101334,0.541534807,0.462334744,0.414394701,0.448657172,0.432336282,0.398061013,0.376521215,0.3817967,0.382135394,0.380791586,0.389362732,0.386947539,0.38238572,0.389522504,0.387873553,0.395291465,0.380810248,0.383042847,0.383787943,0.389411075,0.389999896,0.385035588,0.394584793,0.390962471,0.398703218,0.396978584,0.395259754,0.401650808,0.399462895,D:\esc\processeddata\anthrophony\1-155858-E-25_1.wav
0.111929034,0.603015541,0.662790803,0.373138997,0.524827559,0.444579787,0.49226021,0.341478984,0.395009167,0.439350673,0.526503547,0.499840273,0.456517918,0.324344162,0.306203649,0.328057843,0.347469931,0.352278921,0.343446651,0.33802814,0.339371318,0.325597307,0.313862636,0.321257694,0.325582165,0.339792349,0.325939768,0.330028084,0.327317254,0.330922944,0.330994173,0.325707352,0.334583897,0.326429669,0.331145827,0.3301291,0.329902844,0.335719167,0.331629999,D:\esc\processeddata\anthrophony\1-155858-F-25_1.wav
0.024425524,0.432776475,0.54828378,0.375865941,0.629014506,0.491669334,0.5543389,0.516214152,0.539538294,0.481412807,0.583830756,0.56910575,0.494703785,0.341397398,0.33955231,0.380089833,0.370487255,0.346262769,0.339529257,0.347568022,0.358684422,0.361374559,0.362253908,0.362068171,0.35198813,0.363937555,0.357442348,0.364229676,0.363554182,0.362986285,0.361368398,0.357593652,0.365241096,0.357421308,0.364787593,0.364957486,0.364637798,0.369980191,0.36401693,D:\esc\processeddata\anthrophony\1-17124-A-43_1.wav
0.168220009,0.469829081,0.918754958,0.706312927,0.611785662,0.625104541,0.332946807,0.638012882,0.491885084,0.49560348,0.410781637,0.666194882,0.322759458,0.129382019,0.111986797,0.084275816,0.088083738,0.075111113,0.078251568,0.073772014,0.060141556,0.081085896,0.080587251,0.067710204,0.058458491,0.058162845,0.062793119,0.079581419,0.074382351,0.073192167,0.073280532,0.068611247,0.076573478,0.064867762,0.066656379,0.073769594,0.066479171,0.076477771,0.070475212,D:\esc\processeddata\anthrophony\1-172649-A-40_1.wav
0.147885346,0.495441109,0.907917384,0.63541021,0.661910177,0.571667907,0.387058204,0.517911799,0.468525483,0.485553644,0.545127239,0.626844039,0.350065386,0.123724708,0.135567929,0.092577061,0.071993903,0.071914267,0.090035033,0.074824051,0.081086835,0.073258025,0.077264038,0.06945046,0.085207271,0.112354627,0.078547226,0.087064514,0.078149867,0.084712382,0.084214328,0.077076702,0.089515889,0.073684295,0.086158091,0.08293703,0.086161832,0.086696003,0.081513331,D:\esc\processeddata\anthrophony\1-172649-B-40_1.wav
0.135686502,0.54808283,0.838497751,0.585057786,0.707636466,0.563870821,0.436174517,0.428849843,0.554069727,0.458249888,0.601018858,0.499067848,0.467669178,0.182607898,0.124650551,0.069595047,0.058451965,0.080227848,0.077421587,0.05820593,0.078805808,0.078879427,0.07920601,0.088485336,0.077305219,0.076553293,0.07179474,0.076454221,0.070149229,0.073982073,0.078785093,0.06925419,0.079721851,0.067195802,0.076445235,0.075214407,0.073882829,0.080300575,0.072526601,D:\esc\processeddata\anthrophony\1-172649-C-40_1.wav
0.084913819,0.516305281,0.757610518,0.464711914,0.680716293,0.633961752,0.558114521,0.597765821,0.490904757,0.592477765,0.596828224,0.441887993,0.449788787,0.208713507,0.171863732,0.113484165,0.101442246,0.123877046,0.112637704,0.10574053,0.110460902,0.118958514,0.118995958,0.106614308,0.101085828,0.103167283,0.119824488,0.124046183,0.110776731,0.114122367,0.118260217,0.112659944,0.121175925,0.109371719,0.117057576,0.115656787,0.114948164,0.120430019,0.112642053,D:\esc\processeddata\anthrophony\1-172649-D-40_1.wav
0.103817144,0.546184126,0.763150068,0.559383285,0.687028501,0.588904177,0.62542855,0.489542107,0.51134759,0.502852168,0.543190274,0.474559029,0.409170144,0.176602416,0.154550317,0.101105433,0.087091568,0.094670354,0.099438166,0.099697655,0.099172231,0.101128273,0.099476331,0.100163772,0.09517875,0.092714615,0.094951634,0.099699278,0.091905258,0.094904519,0.096842406,0.088856274,0.098091492,0.0885349,0.096159187,0.095940602,0.096211833,0.101985185,0.092960451,D:\esc\processeddata\anthrophony\1-172649-E-40_1.wav
0.239282915,0.703789756,0.667289519,0.328620148,0.648620519,0.709771788,0.591182266,0.522035783,0.578846697,0.569517683,0.53286837,0.412846708,0.347292841,0.194274853,0.158544595,0.079863984,0.047938711,0.043160926,0.078635625,0.0810541,0.09276807,0.098363708,0.088077741,0.09118584,0.075110792,0.075451883,0.075443382,0.079178515,0.07457836,0.076029736,0.078803849,0.070564712,0.080473422,0.073823098,0.081029378,0.082063595,0.080319091,0.085013627,0.075524267,D:\esc\processeddata\anthrophony\1-172649-F-40_1.wav
0.106935712,0.58218489,0.700267503,0.456778433,0.567729059,0.359781682,0.382172635,0.33278481,0.537189025,0.632066131,0.72369292,0.541915281,0.437490331,0.346463907,0.305463525,0.208082207,0.193974893,0.229789968,0.241845318,0.227361399,0.2237285,0.243991521,0.256723879,0.245867448,0.225794916,0.227206685,0.229536373,0.236378493,0.236262329,0.238782541,0.239992626,0.235484072,0.241624561,0.229438261,0.237173681,0.237957178,0.236262959,0.241983236,0.237666442,D:\esc\processeddata\anthrophony\1-1791-A-26_1.wav
0.229789987,0.697057719,0.769320672,0.46712745,0.582676849,0.441006592,0.447538207,0.248448904,0.303224914,0.332821989,0.428902699,0.432389009,0.429625897,0.326563383,0.299249099,0.238819886,0.220956093,0.235718589,0.243689427,0.243474976,0.241290058,0.234496444,0.232648745,0.237003766,0.236050357,0.249701697,0.244116335,0.250033864,0.247338534,0.248271585,0.246254336,0.241426167,0.252760949,0.243284693,0.24773823,0.247392937,0.248082575,0.253685792,0.248402076,D:\esc\processeddata\anthrophony\1-181071-A-40_1.wav
0.340270103,0.790019568,0.75499502,0.462863549,0.605413792,0.407535876,0.432631599,0.313659751,0.362234064,0.365470908,0.433692744,0.413730635,0.415302588,0.246199327,0.206973594,0.14951825,0.16272625,0.175004066,0.162762814,0.157402346,0.155976046,0.15459486,0.15516712,0.164858955,0.172023996,0.160197128,0.162800123,0.16596255,0.158038722,0.162777169,0.165022509,0.157446382,0.167574826,0.160390095,0.168608453,0.166624584,0.163606322,0.168564998,0.162595354,D:\esc\processeddata\anthrophony\1-181071-B-40_1.wav
0.147523972,0.63986612,0.644415756,0.41238475,0.640488398,0.516904858,0.595173654,0.520443025,0.510140953,0.482112061,0.653642741,0.646452588,0.511007811,0.189052534,0.168298547,0.126164708,0.113801579,0.117678091,0.12006159,0.123976905,0.123853418,0.119948966,0.120631019,0.121889902,0.118581217,0.123603563,0.11377402,0.1193816,0.115357092,0.118865794,0.118180484,0.110111144,0.123526941,0.116200011,0.119359227,0.115380225,0.116650238,0.122002196,0.112792143,D:\esc\processeddata\anthrophony\1-18527-A-44_1.wav
0.079157704,0.525923745,0.732561281,0.48601993,0.608452055,0.563181012,0.674992944,0.5441406,0.543567906,0.54766325,0.662089576,0.590053487,0.527365264,0.164285472,0.14029005,0.09575288,0.084971593,0.091630261,0.095168509,0.095468922,0.094652258,0.094012292,0.095568996,0.101863009,0.09937121,0.09178458,0.094424478,0.100307276,0.093967303,0.096456807,0.096732377,0.088316064,0.09895716,0.090977592,0.098497058,0.095049495,0.093100419,0.101110102,0.095701483,D:\esc\processeddata\anthrophony\1-18527-B-44_1.wav
0.091525515,0.563212082,0.715656545,0.468740527,0.620289407,0.562501599,0.604742228,0.366775732,0.406159786,0.5021349,0.624336326,0.459575459,0.340010642,0.151298763,0.170150304,0.247075989,0.220771072,0.213451687,0.224578212,0.20495003,0.21900463,0.227010325,0.204175304,0.210571403,0.21647147,0.215462164,0.22780506,0.230146228,0.217776403,0.221549437,0.221041999,0.212402246,0.22337999,0.214487727,0.22094325,0.220816995,0.219775664,0.22597428,0.218700038,D:\esc\processeddata\anthrophony\1-18631-A-23_1.wav
0.018763658,0.419672502,0.56807707,0.463872658,0.531425086,0.469010274,0.521042166,0.523079203,0.531232014,0.649169565,0.607538535,0.562160371,0.548902057,0.535479533,0.379225921,0.294822625,0.28577897,0.314314195,0.309320274,0.306111233,0.329598274,0.329486564,0.344386338,0.322814077,0.328567466,0.327208653,0.299591448,0.325816826,0.327511652,0.320816705,0.326345359,0.314603515,0.326353967,0.316487546,0.325647682,0.326545031,0.327065162,0.333544846,0.325092724,D:\esc\processeddata\anthrophony\1-18810-A-49_1.wav
0.015121097,0.402372411,0.606234834,0.428687952,0.531735558,0.431529708,0.494389797,0.403175112,0.35439734,0.394202272,0.525736936,0.541084784,0.563306764,0.470917259,0.461418722,0.451759471,0.441586621,0.45171,0.449696479,0.451985183,0.465364835,0.46948792,0.460443898,0.461730277,0.453547784,0.459482563,0.443668184,0.455548199,0.459359004,0.46197349,0.461500506,0.454840392,0.462975998,0.456302027,0.46626856,0.465001673,0.463039847,0.466265456,0.460466038,D:\esc\processeddata\anthrophony\1-19026-A-43_1.wav
0.030004859,0.447846952,0.548574167,0.481544152,0.595653937,0.391891387,0.603976202,0.418020415,0.368684963,0.555151417,0.698172007,0.486846665,0.461624237,0.318065409,0.345375208,0.379956971,0.328547501,0.380386859,0.40094349,0.358566933,0.38552232,0.404780002,0.37031024,0.367466096,0.384116229,0.390891377,0.365476137,0.38299391,0.388437335,0.379924831,0.381247923,0.372618622,0.378847519,0.374087358,0.378431528,0.38261434,0.386391615,0.39005784,0.383324698,D:\esc\processeddata\anthrophony\1-19111-A-24_1.wav
0.018525346,0.439061444,0.654932005,0.48814818,0.545311821,0.37412503,0.526914004,0.475850011,0.50144047,0.536324629,0.662357702,0.526173659,0.445272054,0.375050924,0.353795978,0.326174319,0.315381869,0.324245447,0.3252038,0.324666651,0.333417673,0.332255074,0.326731846,0.330553818,0.328071838,0.334590834,0.331405981,0.33528428,0.331082215,0.334080905,0.335068633,0.329907412,0.337926227,0.330696624,0.337311114,0.336320271,0.335642573,0.341468511,0.336288326,D:\esc\processeddata\anthrophony\1-19118-A-24_1.wav
0.002435374,0.375755884,0.65713409,0.473679306,0.591881826,0.485908104,0.569356601,0.450089362,0.492091017,0.502350258,0.598524469,0.532867721,0.486225676,0.35547133,0.323364482,0.303200372,0.303813126,0.322341071,0.33006431,0.333404313,0.344804227,0.34572565,0.342171664,0.347727002,0.346013101,0.353482812,0.34442179,0.347890452,0.345713426,0.350345683,0.351838153,0.346428282,0.353526497,0.345836951,0.352338254,0.35171608,0.351230905,0.356900534,0.351796027,D:\esc\processeddata\anthrophony\1-223162-A-25_1.wav
0.109898986,0.588077039,0.602218809,0.424069327,0.679796293,0.552606973,0.633403227,0.582868842,0.568158078,0.497183534,0.628143779,0.602373104,0.475098421,0.187459657,0.179793382,0.145668932,0.119043491,0.135189993,0.138869794,0.135788261,0.142040413,0.134209204,0.136534784,0.145949038,0.141139531,0.145866964,0.130532958,0.136703601,0.1343771,0.137300471,0.136066405,0.129170438,0.13973152,0.130540738,0.139727651,0.140112255,0.138157684,0.142280457,0.13397813,D:\esc\processeddata\anthrophony\1-22882-A-44_1.wav
0.127868596,0.606649561,0.561065513,0.333821884,0.489951386,0.372358814,0.446975268,0.329465223,0.402244243,0.477822531,0.508224653,0.569729233,0.535345893,0.256974451,0.450317811,0.460327135,0.401384564,0.403068455,0.388913285,0.38498862,0.38061825,0.405782425,0.417907672,0.434685481,0.40727815,0.422460269,0.415080145,0.399130019,0.389988466,0.39808413,0.396429115,0.393440979,0.400874555,0.39312692,0.399739683,0.395200642,0.395804153,0.403249366,0.398050155,D:\esc\processeddata\anthrophony\1-23706-A-49_1.wav
0.223339446,0.706210345,0.592181677,0.431772632,0.687557627,0.489197555,0.665146558,0.603533566,0.447687711,0.495074063,0.628670595,0.393250972,0.399244566,0.239052314,0.181140192,0.078691169,0.10051857,0.123806129,0.10135899,0.111598416,0.133291599,0.12442015,0.118122248,0.118230031,0.104460802,0.108769317,0.11790136,0.12340709,0.11583356,0.117892146,0.121203761,0.11451972,0.122344035,0.114233091,0.123889289,0.119861062,0.117160392,0.126176774,0.11864239,D:\esc\processeddata\anthrophony\1-24074-A-43_1.wav
0.14027108,0.624958917,0.702718211,0.451033573,0.600435406,0.514335474,0.621464261,0.570070561,0.580019987,0.537334754,0.599927132,0.494325136,0.402980379,0.296650872,0.166443619,0.069938716,0.106745089,0.128952112,0.093788938,0.076122048,0.106736871,0.096449271,0.094708019,0.095387227,0.097467275,0.093015046,0.116667879,0.115696577,0.104682573,0.112811419,0.113684388,0.10253388,0.113157138,0.106641994,0.112712893,0.110411376,0.107894472,0.113980103,0.105846737,D:\esc\processeddata\anthrophony\1-24076-A-43_1.wav
0.199334875,0.680175603,0.595755613,0.61585612,0.554237231,0.563732026,0.614924523,0.431982614,0.579379062,0.454610915,0.549219438,0.583274687,0.503842816,0.268333925,0.101004622,0.051501423,0.119478339,0.063596653,0.113341477,0.077208563,0.085762615,0.083271589,0.085534951,0.099920792,0.08567697,0.088444819,0.08402012,0.095112664,0.087206169,0.08701882,0.090341001,0.082174691,0.092907361,0.083422069,0.089089395,0.088698003,0.090327882,0.092805443,0.086142168,D:\esc\processeddata\anthrophony\1-24796-A-47_1.wav
0.023598268,0.409119218,0.629162609,0.603562025,0.680551651,0.38643622,0.525364192,0.540634668,0.436190002,0.396179572,0.551977197,0.493619606,0.443437762,0.46684955,0.381347101,0.318095366,0.342484799,0.325710021,0.304812888,0.313334885,0.335011399,0.31318165,0.321767096,0.328753298,0.308932815,0.317979356,0.336487678,0.33118948,0.322590691,0.32870379,0.327878273,0.320122642,0.331863724,0.326525717,0.327226121,0.329024351,0.331102538,0.333946628,0.327121679,D:\esc\processeddata\anthrophony\1-254507-A-43_1.wav
0.019121615,0.417376957,0.590904635,0.446199881,0.612352751,0.473908727,0.448933892,0.320008928,0.353575116,0.450482839,0.550235333,0.52075478,0.453394651,0.480563783,0.462271217,0.440719672,0.427338034,0.43597997,0.435991518,0.435639108,0.448775897,0.447450613,0.440488604,0.445375065,0.441968272,0.451415951,0.446477139,0.450456628,0.446411597,0.447895769,0.446974311,0.441823346,0.448632305,0.442472647,0.448890878,0.448823811,0.448998557,0.454890103,0.451003821,D:\esc\processeddata\anthrophony\1-26143-A-21_1.wav
0.05526008,0.469320623,0.659832363,0.609677648,0.490393965,0.288577386,0.613380193,0.504324337,0.324492601,0.675671088,0.467376172,0.514962147,0.411652741,0.263090695,0.410170003,0.355429706,0.267419725,0.325813197,0.337985981,0.301552315,0.296411848,0.345245465,0.293324723,0.361556112,0.33089938,0.344999193,0.325369705,0.329276602,0.324997919,0.33012877,0.324452144,0.317906313,0.326487562,0.320975875,0.327460446,0.327856571,0.323885316,0.329527468,0.331047406,D:\esc\processeddata\anthrophony\1-26176-A-43_1.wav
0.224357156,0.648623155,0.486664518,0.245224286,0.410687882,0.262383898,0.468565674,0.275972626,0.284174234,0.326312398,0.443429818,0.510737713,0.46729051,0.613076693,0.576994429,0.531439627,0.52998722,0.541112673,0.541360204,0.540739894,0.544422949,0.542875227,0.538680233,0.547260387,0.551491371,0.566494461,0.550495542,0.55420922,0.553543526,0.55914251,0.560760975,0.551915515,0.555685416,0.552561906,0.557811291,0.558444437,0.558753117,0.562490723,0.559156346,D:\esc\processeddata\anthrophony\1-26177-A-43_1.wav
0.113205566,0.57310825,0.485449211,0.476227353,0.595557613,0.428962594,0.725872881,0.412303417,0.343354108,0.517183397,0.540423459,0.49137893,0.58463581,0.353047334,0.345137086,0.30408035,0.264945922,0.279495077,0.293695888,0.28832318,0.295678135,0.298002705,0.294842014,0.302230141,0.288861387,0.307274801,0.312131404,0.315420672,0.297575697,0.294379164,0.299827629,0.293750141,0.299624735,0.295634618,0.30349515,0.301714267,0.302324482,0.310161997,0.305878512,D:\esc\processeddata\anthrophony\1-28808-A-43_1.wav
0.011484885,0.418104322,0.636884584,0.435082512,0.58772622,0.458709315,0.583901712,0.43946231,0.427245503,0.498817224,0.495086474,0.44541985,0.482945024,0.42128565,0.401705103,0.376430219,0.363656841,0.372204923,0.372752542,0.372546922,0.384310679,0.384006542,0.378424718,0.383480596,0.380495026,0.387898403,0.38084432,0.384814139,0.380473448,0.382117597,0.382093398,0.376783226,0.384258166,0.378177079,0.385314369,0.38518299,0.385653174,0.391633245,0.386818401,D:\esc\processeddata\anthrophony\1-29680-A-21_1.wav
0.24798326,0.724933937,0.726942393,0.525287065,0.595068805,0.387286521,0.474126589,0.279774417,0.399749166,0.500865051,0.490672816,0.374829414,0.369562923,0.251736714,0.216445569,0.172122405,0.184960814,0.202490206,0.196484395,0.182049172,0.169054963,0.174941325,0.18745614,0.187607908,0.19318944,0.219629574,0.186519984,0.190944286,0.184854914,0.188267893,0.189736727,0.183633864,0.193105891,0.183188454,0.189494171,0.189352101,0.190071228,0.196326044,0.18861264,D:\esc\processeddata\anthrophony\1-30039-A-26_1.wav
0.135428657,0.626236859,0.654211983,0.423906313,0.531975244,0.376041468,0.512563776,0.32048424,0.379369865,0.517137117,0.549080445,0.34557713,0.322168381,0.555413407,0.485120461,0.311365656,0.294456204,0.295679856,0.294710661,0.309849694,0.302734613,0.31760631,0.340625627,0.337278471,0.33048091,0.340077047,0.33565862,0.338897135,0.333977633,0.337635232,0.33667602,0.329958792,0.337599859,0.329915324,0.337971245,0.33875193,0.339119056,0.345554401,0.338875304,D:\esc\processeddata\anthrophony\1-30043-A-26_1.wav
0.378518705,0.783666614,0.522710183,0.383014486,0.340178151,0.256151221,0.834141152,0.577091082,0.442216807,0.495358456,0.239575952,0.532219109,0.72120243,0.390794628,0.323511997,0.17992511,0.165446006,0.153445203,0.173289875,0.226890361,0.216288791,0.19716334,0.197821717,0.191409697,0.215117317,0.23549787,0.194115167,0.202556161,0.211124079,0.218707932,0.221257485,0.210773041,0.214005022,0.206213123,0.214304839,0.214149186,0.216344265,0.220408046,0.211347795,D:\esc\processeddata\anthrophony\1-30709-A-23_1.wav
0.061196395,0.520335762,0.692791084,0.429713783,0.492696754,0.473993306,0.648602231,0.520250317,0.544813789,0.490738358,0.539007476,0.585354946,0.58675928,0.294212272,0.277304568,0.233870995,0.213119471,0.214869002,0.216262102,0.219581567,0.228250456,0.228036746,0.221862449,0.222356408,0.220143794,0.225901595,0.216474839,0.221304037,0.215824752,0.218563937,0.219195963,0.212006409,0.220532299,0.21258214,0.220291787,0.219149412,0.217977015,0.223808057,0.217730117,D:\esc\processeddata\anthrophony\1-30709-B-23_1.wav
0.146096541,0.619711631,0.625458534,0.365357092,0.390313381,0.406425099,0.71186774,0.546950176,0.602410492,0.542776425,0.477872756,0.611841251,0.588786281,0.274172611,0.252360453,0.214578005,0.201991388,0.212633429,0.21715629,0.217721536,0.217258227,0.208998848,0.202797944,0.205592541,0.21043278,0.219639754,0.194261811,0.210862109,0.225979329,0.226447391,0.229009778,0.217473462,0.220658469,0.217545327,0.223769234,0.222351638,0.224480484,0.225116534,0.21913046,D:\esc\processeddata\anthrophony\1-30709-C-23_1.wav
0.058127639,0.513897332,0.678208723,0.521486532,0.679729225,0.456720885,0.420873233,0.334993868,0.49126741,0.531333697,0.617635617,0.532565574,0.454619771,0.226023093,0.204866218,0.230689033,0.242864322,0.248499175,0.264957447,0.285929037,0.29074372,0.270086683,0.25300574,0.254738453,0.257255091,0.271654572,0.257026062,0.260935936,0.254326262,0.257522116,0.25904535,0.252220393,0.260521677,0.253757739,0.261258543,0.258909611,0.257088974,0.263450843,0.258057927,D:\esc\processeddata\anthrophony\1-30830-A-24_1.wav
0.00571363,0.379937092,0.598134261,0.488631267,0.560067202,0.431479912,0.479512198,0.484832008,0.526390873,0.475968877,0.614756001,0.530322486,0.470770713,0.436038091,0.417090407,0.39242166,0.379432734,0.387549347,0.387634906,0.387234006,0.398717533,0.397737377,0.391591988,0.396083904,0.392988364,0.401054692,0.396893288,0.40112752,0.396532284,0.398071546,0.397400564,0.39181724,0.399000332,0.392379281,0.398984916,0.398666308,0.398640163,0.404637265,0.400298159,D:\esc\processeddata\anthrophony\1-31748-A-21_1.wav
0.027750173,0.451462566,0.596075187,0.426532772,0.575814307,0.415467401,0.468976344,0.366849229,0.538141417,0.554479868,0.480679857,0.366056053,0.43458434,0.413042992,0.456050452,0.472659977,0.390210968,0.374194303,0.413813844,0.426203955,0.426401249,0.407850433,0.416619254,0.453215291,0.426964004,0.412054377,0.42401467,0.423078199,0.42157539,0.428815568,0.425388579,0.418143354,0.426958477,0.421055634,0.427599066,0.42643203,0.426511092,0.434358857,0.42952069,D:\esc\processeddata\anthrophony\1-33658-A-26_1.wav
