x,y,z,sound_path,class
7.88E+00,8.82E+00,4.41E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221114T013307+1000_REC_403.223_407.723.mp3,HUMANSPEECH
2.15E+00,8.25E+00,2.72E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221114T053544+1000_REC_1359.703_1364.203.mp3,BACKGROUNDSILENCE
5.66E+00,9.51E+00,3.15E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221114T200000+1000_REC_6781.572_6786.072.mp3,BACKGROUNDSILENCE
8.51E+00,9.01E+00,4.53E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221114T220000+1000_REC_4339.933_4344.433.mp3,BACKGROUNDSILENCE
8.33E+00,9.60E+00,3.75E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221115T060731+1000_REC_574.794_579.294.mp3,BACKGROUNDSILENCE
7.77E+00,8.89E+00,4.29E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221115T092634+1000_REC_1806.555_1811.055.mp3,BACKGROUNDSILENCE
8.78E+00,8.97E+00,4.65E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221115T100000+1000_REC_363.165_367.665.mp3,BIRDS
9.26E+00,9.10E+00,4.83E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221115T235523+1000_REC_171.088_175.588.mp3,BIRDS
9.24E+00,9.09E+00,4.80E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221116T000000+1000_REC_191.612_196.112.mp3,BIRDS
5.70E+00,9.39E+00,3.11E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221116T080000+1000_REC_4308.047_4312.547.mp3,BACKGROUNDSILENCE
2.62E+00,8.51E+00,2.59E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221116T140000+1000_REC_2269.022_2273.522.mp3,BACKGROUNDSILENCE
8.66E+00,9.26E+00,3.64E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221116T183827+1000_REC_4621.614_4626.114.mp3,BIRDS
8.59E+00,9.33E+00,3.68E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221116T200000+1000_REC_6971.111_6975.611.mp3,BACKGROUNDSILENCE
8.49E+00,9.42E+00,3.73E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221116T220000+1000_REC_2753.749_2758.249.mp3,BIRDS
9.91E+00,6.85E+00,4.40E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221117T000000+1000_REC_5125.107_5129.607.mp3,BACKGROUNDSILENCE
9.82E+00,7.71E+00,6.68E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221117T040000+1000_REC_2013.235_2017.735.mp3,BACKGROUNDSILENCE
8.91E+00,9.01E+00,4.68E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221117T100000+1000_REC_2215.897_2220.397.mp3,BACKGROUNDSILENCE
8.75E+00,9.79E+00,3.83E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221117T160000+1000_REC_2901.368_2905.868.mp3,BIRDS
9.83E+00,6.74E+00,4.68E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221117T195536+1000_REC_43.132_47.632.mp3,MISCELLANEOUSUNCERTAIN
9.66E+00,6.99E+00,4.06E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221117T200000+1000_REC_2127.472_2131.972.mp3,BIRDS
9.21E+00,6.90E+00,3.94E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221118T040000+1000_REC_4117.816_4122.316.mp3,BACKGROUNDSILENCE
7.77E+00,8.60E+00,3.94E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221118T123920+1000_REC_2089.577_2094.077.mp3,MISCELLANEOUSUNCERTAIN
8.99E+00,7.39E+00,5.93E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221118T143513+1000_REC_4676.06_4680.56.mp3,BIRDS
8.02E+00,7.21E+00,3.55E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221118T220000+1000_REC_5110.434_5114.934.mp3,BIRDS
6.35E+00,9.25E+00,3.34E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221119T100646+1000_REC_3278.149_3282.649.mp3,BIRDS
2.43E+00,8.23E+00,2.58E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221119T131530+1000_REC_39.616_44.116.mp3,MISCELLANEOUSUNCERTAIN
6.46E+00,9.25E+00,3.42E+00,D:\PhD-data\new-samples-t0\Duval_DryB_20221119T153618+1000_REC_677.079_681.579.mp3,MISCELLANEOUSUNCERTAIN
6.79E+00,6.22E+00,2.54E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220428T140000+1000_REC_1752.447_1756.947.mp3,BIRDS
3.67E+00,6.33E+00,2.92E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220428T160000+1000_REC_86.205_90.705.mp3,BACKGROUNDSILENCE
1.17E+01,8.22E+00,5.56E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220428T200000+1000_REC_2554.681_2559.181.mp3,BIRDS
4.02E+00,6.12E+00,2.97E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220428T220000+1000_REC_1540.374_1544.874.mp3,BIRDS
3.45E+00,6.48E+00,2.89E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220429T040000+1000_REC_4709.913_4714.413.mp3,BIRDS
5.15E+00,8.36E+00,1.52E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220429T140000+1000_REC_3384.363_3388.863.mp3,VEHICULARAIRCRAFTCARS
3.50E+00,6.46E+00,2.90E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220430T040000+1000_REC_4010.138_4014.638.mp3,INSECTS
7.59E-01,6.23E+00,3.76E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220430T100000+1000_REC_295.846_300.346.mp3,BACKGROUNDSILENCE
2.43E+00,4.95E+00,4.57E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220430T160000+1000_REC_5226.749_5231.249.mp3,FROGS
6.51E-01,3.69E+00,4.81E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220430T180000+1000_REC_6342.996_6347.496.mp3,FROGS
3.97E+00,6.11E+00,3.02E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220501T000000+1000_REC_6322.492_6326.992.mp3,BACKGROUNDSILENCE
3.53E+00,6.39E+00,2.97E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220501T020000+1000_REC_3708.2_3712.7.mp3,RAINLIGHT
1.94E+00,7.02E+00,3.06E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220501T080000+1000_REC_1217.289_1221.789.mp3,RAINLIGHT
4.39E+00,5.98E+00,3.13E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220501T120000+1000_REC_2038.069_2042.569.mp3,BACKGROUNDSILENCE
8.39E-01,6.31E+00,3.67E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220501T200000+1000_REC_739.083_743.583.mp3,BACKGROUNDSILENCE
7.60E-01,6.28E+00,3.74E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220502T000000+1000_REC_4654.542_4659.042.mp3,BACKGROUNDSILENCE
9.58E-01,6.35E+00,3.58E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220502T060000+1000_REC_366.345_370.845.mp3,BIRDS
1.85E+00,6.70E+00,3.21E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220502T080000+1000_REC_4740.041_4744.541.mp3,RAINHEAVY
1.99E+00,6.69E+00,3.16E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220502T100000+1000_REC_2267.45_2271.95.mp3,BACKGROUNDSILENCE
4.35E+00,6.05E+00,3.05E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220503T040000+1000_REC_725.31_729.81.mp3,BIRDS
4.38E+00,5.25E+00,3.09E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220503T060000+1000_REC_1867.807_1872.307.mp3,BIRDS
1.68E+00,6.64E+00,3.29E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220503T100000+1000_REC_6457.207_6461.707.mp3,BIRDS
1.95E+00,7.40E+00,2.92E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220503T120000+1000_REC_3937.539_3942.039.mp3,FROGS
6.83E+00,6.36E+00,2.17E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220503T180000+1000_REC_2308.766_2313.266.mp3,BIRDS
7.31E+00,6.77E+00,3.59E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220503T200000+1000_REC_3773.375_3777.875.mp3,FROGS
3.45E+00,6.49E+00,2.90E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220503T220000+1000_REC_2406.63_2411.13.mp3,BIRDS
3.75E+00,6.25E+00,2.96E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220504T040000+1000_REC_5711.281_5715.781.mp3,INSECTS
6.46E+00,6.28E+00,3.91E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220504T120000+1000_REC_5480.683_5485.183.mp3,BACKGROUNDSILENCE
6.82E+00,6.47E+00,2.62E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220504T140000+1000_REC_2476.539_2481.039.mp3,BACKGROUNDSILENCE
8.20E+00,9.06E+00,3.85E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220504T200000+1000_REC_5056.565_5061.065.mp3,MISCELLANEOUSUNCERTAIN
6.85E+00,6.24E+00,2.21E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220504T220000+1000_REC_2026.966_2031.466.mp3,BIRDS
3.47E+00,6.51E+00,2.87E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220505T040000+1000_REC_2788.079_2792.579.mp3,BIRDS
4.96E+00,6.13E+00,2.98E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20220505T080000+1000_REC_4148.053_4152.553.mp3,INSECTS
5.08E+00,8.81E+00,1.11E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221112T000000+1000_REC_2783.09_2787.59.mp3,INSECTS
5.51E+00,8.37E+00,1.36E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221112T220000+1000_REC_4206.875_4211.375.mp3,FROGS
2.22E+00,7.34E+00,2.86E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221113T040000+1000_REC_4490.859_4495.359.mp3,BIRDS
2.26E+00,7.56E+00,2.72E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221113T100000+1000_REC_4500.328_4504.828.mp3,FROGS
2.12E+00,7.33E+00,2.87E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221113T120000+1000_REC_5961.301_5965.801.mp3,FROGS
6.78E+00,6.82E+00,2.47E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221113T160000+1000_REC_6433.376_6437.876.mp3,FROGS
9.14E+00,8.59E+00,4.96E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221114T000000+1000_REC_4501.371_4505.871.mp3,BIRDS
9.03E+00,8.74E+00,4.93E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221114T020000+1000_REC_7088.998_7093.498.mp3,BIRDS
9.71E-01,6.35E+00,3.61E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221114T060000+1000_REC_5087.639_5092.139.mp3,MISCELLANEOUSUNCERTAIN
5.45E+00,8.54E+00,2.58E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221114T120000+1000_REC_2877.194_2881.694.mp3,BIRDS
5.27E+00,8.57E+00,1.23E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221114T180000+1000_REC_1833.488_1837.988.mp3,WINDLIGHT
5.15E+00,8.72E+00,1.20E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221114T220000+1000_REC_5898.605_5903.105.mp3,BACKGROUNDSILENCE
6.88E+00,6.67E+00,2.67E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221115T060000+1000_REC_4436.151_4440.651.mp3,RAINHEAVY
3.27E+00,6.76E+00,2.83E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221115T100000+1000_REC_6496.969_6501.469.mp3,BIRDS
2.13E+00,7.41E+00,2.91E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221115T160000+1000_REC_5131.877_5136.377.mp3,FROGS
5.13E+00,8.75E+00,1.15E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221115T200000+1000_REC_2531.56_2536.06.mp3,FROGS
1.94E+00,7.45E+00,2.90E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221116T140000+1000_REC_736.548_741.048.mp3,BIRDS
5.23E+00,8.63E+00,1.22E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221116T193629+1000_REC_610.202_614.702.mp3,BIRDS
5.25E+00,8.61E+00,1.25E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221116T214120+1000_REC_246.3_250.8.mp3,BIRDS
5.12E+00,8.76E+00,1.14E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221116T220000+1000_REC_4174.166_4178.666.mp3,BIRDS
6.56E+00,5.32E+00,4.16E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221117T040000+1000_REC_3771.493_3775.993.mp3,BIRDS
6.92E+00,6.44E+00,2.87E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221117T060000+1000_REC_6765.785_6770.285.mp3,FROGS
9.24E+00,7.55E+00,4.91E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221117T120000+1000_REC_3499.723_3504.223.mp3,FROGS
2.01E+00,7.56E+00,2.88E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221117T160000+1000_REC_4872.352_4876.852.mp3,FROGS
5.16E+00,8.71E+00,1.18E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221117T221900+1000_REC_2407.708_2412.208.mp3,BIRDS
6.78E+00,5.61E+00,4.28E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221118T140000+1000_REC_3011.62_3016.12.mp3,BIRDS
5.23E+00,8.63E+00,1.22E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221118T211353+1000_REC_1533.532_1538.032.mp3,INSECTS
5.25E+00,8.61E+00,1.24E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221119T000000+1000_REC_4917.228_4921.728.mp3,BIRDS
6.69E+00,5.55E+00,4.19E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221119T053900+1000_REC_424.839_429.339.mp3,FROGS
5.25E+00,8.39E+00,1.47E+00,D:\PhD-data\new-samples-t0\Duval_WetA_20221119T060000+1000_REC_6591.13_6595.63.mp3,BIRDS
7.20E+00,4.28E+00,1.87E+00,D:\PhD-data\new-samples-t0\Duval_WetB_20221112T020226+1000_REC_310.478_314.978.mp3,BIRDS
2.06E+00,7.60E+00,2.79E+00,D:\PhD-data\new-samples-t0\Duval_WetB_20221112T120000+1000_REC_4659.113_4663.613.mp3,FROGS
2.49E+00,7.44E+00,2.73E+00,D:\PhD-data\new-samples-t0\Duval_WetB_20221112T140000+1000_REC_5658.54_5663.04.mp3,FROGS
7.76E+00,3.78E+00,1.81E+00,D:\PhD-data\new-samples-t0\Duval_WetB_20221112T200000+1000_REC_6091.761_6096.261.mp3,BIRDS
7.80E+00,3.93E+00,1.80E+00,D:\PhD-data\new-samples-t0\Duval_WetB_20221112T220000+1000_REC_1735.162_1739.662.mp3,FROGS
